GeneID,S7,S6,S5,S23,S24,S25,S26,S27,S20,S21,S22,S28,S29,S30,S31,S32,S33,S8,S34
rpsC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rplD,0,0,0,1717,187,718,135,193,966,832,427,630,1127,855,414,0,1,0,0
rplW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2645,0,0,0,386,38,138,18,8,167,157,61,32,131,182,71,0,0,0,0
lmo2645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2647,0,0,0,1177,123.5,531,65,37,567,554,255.5,82,407,656.5,228,0,1,0,1
lmo2646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2648,0,0,0,1569,145.5,702,90,39,775,684,339.5,115,508,794.5,297,1,0,0,0
lmo2651,0,0,0,1129,122,456,76,35,519,508,225,82,372,558,187,1,0,1,0
lmo2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2659,0,0,0,372,36,141,28,15,158,141,77,23,124,196.5,84,0,1,0,0
lmo2660,0,0,0,3102.5,287.5,1291.5,176,93.5,1449.5,1474,688.33,203,1034.5,1707.5,517.5,1.5,2,1,1
lmo2659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2661,0,0,0,1154,102,485,59.5,17.5,489.5,460,202.83,81.5,297,550.5,194,1,0,0,0
lmo2662,0,0,0,924.5,94.5,361.5,36.5,18,405,393,201.83,52.5,319.5,483.5,174.5,0.5,0,0,0
lmo2664,0,0,0,2322,183,874,148,68,1117,927,359,158,698,1110,390,1,1,0,1
lmo2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2671,0,0,0,1169,90,449,58,28,479,471,216,86,400,569,227,0,1,0,0
lmo2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2675,0,0,0,737.5,91,328,50.5,45.5,370,323,182,127.5,334,386.5,138,0,3,0,0
lmo2676,0,0,0,2224.5,234,1019,147.5,199.5,1167,1077,489,392.5,1016.5,1118.5,436,2,1,0,1
lmo2679,0,0,0,4431,447,1944,252,193,2117.5,1935,889.5,514,1646,2456.5,724.5,5,4,0,2
lmo2678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kdpB,0,0,0,3831.5,392,1643,221.5,143,1858,1662.5,786,352,1355.5,1926,640.5,2,1,0,2
kdpA,0,0,0,4638.5,352,1870,347.5,155,2228.5,1793.5,835.5,367,1536,2016.5,674,2,2,0,2
lmo2687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2689,0,0,0,4988,442,2160,303,189,2335,2203,991,393,1719,2357,904,1,3,0,1
lmo2688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2696,0,0,0,1186,98,512,72,43,607,518,240,93,442,622,216,0,1,0,0
lmo2697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2707,0,0,0,932,61,298,58,26,386,336,123,59,334,375,161,0,0,0,0
lmo2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cydD,0,0,0,405,53,174,23,7,189,188,63,36,157,208,92,1,0,0,0
cydD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cydC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cydA,0,0,0,2975,273,1222,163,100,1418,1261,537,260,1010,1422.5,462,3,3,0,1
cydB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2726,0,0,0,1270,99,550,76,22,589,554,216,108,437,614.5,243,0,1,0,1
lmo2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2728,0,0,0,1179,110.5,452,67,32,509,497,182,91,429.5,618,192,1,0,0,0
lmo2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2729,0,0,0,536,51.5,193,23,15,226,215,97,43,192.5,263,94,0,0,0,1
lmo2734,0,0,0,5578,488,2297,346,120,2385,2378,982,344,1773,2527,916,2,4,0,0
lmo2735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2735,0,0,0,428,39,171,19,16,197,189,84,33,155,226,85,0,0,0,1
lmo2739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2741,0,0,0,2831,220,1149,137,71,1287,1157,511,189,938,1357,459,2,1,0,2
lmo2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2749,0,0,0,1346,135,593,65,37,650,535,252,109,393,689,257,0,0,0,1
lmo2750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2751,0,0,0,3517,293,1560,232,104,1696,1431,650,335,1110,1733,611,0,2,0,0
lmo2752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2752,0,0,0,516,45,182,36,13,196,179,97,35,168,193,102,0,0,0,0
lmo2763,0,0,0,2705.5,240,1128,156,60.5,1287.5,1146,525,165.5,803,1380,481,2,1,0,0
lmo2764,0,0,0,1576,146.5,662,94,49,763.5,682.5,325,124,498,815,316,0,2,0,0
lmo2765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2765,0,0,0,400.5,30.5,174,17,13.5,180,163.5,87,20.5,151,193,74,0,0,0,1
lmo2771,0,0,0,473,27,193,23,9,193,210,96,35,154,197,85,0,0,0,0
lmo2772,0,0,0,3847,320,1553,229,99,1789,1667,690,264,1338,1896,673,2,3,0,2
lmo2771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2775,0,0,0,6528,510,2093,370,100,2489,2277,914,357,1888,2283,945,3,1,0,0
lmo2774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2781,0,0,0,4903,397,2054,295,103,2225,2048,925,309,1558,2250,846,7,3,0,2
lmo2780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bvrC,0,0,0,435,58,163,35,3,195,170,74,39,141,210,76,0,0,0,0
bvrB,0,0,0,4107,315,1655.5,304,115,1924,1680,818,289,1227,2074,660,1,5,0,1
bvrC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2789,0,0,0,994,64,344.5,42,26,339,332,127,71,331,416,151,0,1,0,0
parA,0,0,0,2146,157,702,105,52,930,841,309,183,780,927,398,0,0,0,3
parB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2793,0,0,0,932,70,331.5,48,13.5,365,376.5,149,61.5,318.5,427,161.5,1,0,0,0
lmo2794,0,0,0,1840,127,755.5,89,46.5,813,794.5,338,134.5,578.5,813,305.5,0,1,0,1
lmo2796,0,0,0,1613.5,170.67,733.5,117.33,46,775.33,755.5,376.5,111,554.33,914.33,331.17,1,2,1,1
lmo2795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2797,0,0,0,738.5,67.17,366.5,52.33,27,390.83,328.5,191.5,50,265.33,429.33,141.17,1.5,0,0,0
lmo2798,0,0,0,1381,105.17,564,85.33,52,607.83,576,255,96,487.33,744.33,210.67,1.5,1,0,1
lmo2801,0,0,0,1610,130,681,108,52,779,661,295,118,548,847,272,1,0,0,1
lmo2800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2805,0,0,0,1540,127,576,95,42,569,618.5,246,124,521,690,242,1,2,0,0
lmo2804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2808,0,0,0,1631,136,519,80,26,596,582.5,249,92,533,601,236,0,0,0,2
lmo2807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2817,0,0,0,2544,220,1057,148,48,1251,1080,470,207,823,1304,462,0,2,2,0
lmo2819,0,0,0,2630,224,1099,165,73,1266,1098,489,196,881,1380,462,0,2,0,0
lmo2818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2822,0,0,0,1614.5,134,639.5,98.5,35,770.5,643.5,275,136.5,510.5,622.5,229.5,2,1,0,0
lmo2823,0,0,0,3117.5,262,1203.5,165.5,66,1405,1341.5,537,197.5,979.5,1536.5,540.5,1,1,0,0
serC,0,0,0,2647.5,234,1032,145.5,76,1166.5,1102.5,479,202,869,1311.5,443,0,0,0,0
lmo2824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2826,0,0,0,3199,250,1335,217.5,87,1552.5,1267.5,531,242.5,1054,1428.5,502,0.5,2,0,2
lmo2827,0,0,0,1373.5,106,515,71,40,524.5,504,221,84.5,419,572,171,0.5,0,0,1
lmo2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2834,0,0,0,2528.5,183.5,991.5,145.5,61,1106.5,1010,455,192.5,759,1153.33,365,1,0,0,1
lmo2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2835,0,0,0,1667,167.5,688.5,89.5,38.5,769,697.5,312.5,115.5,499,798.83,294,0,1,0,0
lmo2836,0,0,0,2236.5,191,1044,158,48.5,1080.5,990.5,457.5,171,829.5,1102.83,406,0,0,0,0
lmo2838,0,0,0,2329.5,174,881,135,51,1028.5,962.5,346.5,140,747,952.5,343.5,2,1,0,1
lmo2837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2839,0,0,0,312.5,18,133,15,7,138,124.5,57.5,22,98.5,138.5,49.5,0,1,0,0
lmo2840,0,0,0,2890,259,1205,181,73,1394.5,1247,494,196,946,1395,536,0,0,0,0
lmo2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lmo2846,0,0,0,1066.5,94,332.5,58,32.5,393,355,181.5,54.5,333,448.83,194.5,0,0,0,0
lmo2847,0,0,0,1874.5,147.5,694.5,106.5,49,816,720.5,310.5,97.5,536.5,822.33,281.5,4,0,0,1
lmo2848,0,0,0,2708.5,193.5,1051,165.5,67.5,1147.5,1054,437.5,190,771.5,1265.83,477.5,2,2,0,1
lmo2849,0,0,0,2914.5,195,1186,187,84,1459.5,1203.5,532.5,194,968,1475,529.5,1,0,0,2
lmo2852,0,0,0,2260.33,187,909,132.5,52,987,863,412.5,164.5,673.33,916.5,390.5,0,0.5,0,1
lmo2853,0,0,0,363.83,29,140,11.5,9,146,104.5,57.5,25.5,86.83,142.5,61.5,0,0.5,0,0
lmo2854,0,0,0,2603.83,228,1013,150,93,1152,966.5,430,214,923.83,1219,443,2,0,0,0
lmo2853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
